,index,hrefid,numberofreviews,new,pricerange,neighbor1,neighbor2,neighbor3,neighbor4,neighbor5,address,category1,category2,category3,category4,category5,firstreviewdate
675,2553,/biz/le-petit-parisien-new-york,36,,$$,East Village,,,,,"32 E 7th St
New York, NY 10003",Sandwiches,Bakeries,Coffee & Tea,,,2015-11-11
676,2954,/biz/le-pif-new-york-8,87,,$$,Chelsea,,,,,"465 W 23rd St
New York, NY 10011",Wine Bars,Breakfast & Brunch,French,,,2016-01-13
677,2435,/biz/le-souk-restaurant-new-york-2,109,,$$,Greenwich Village,,,,,"510 Laguardia Pl
New York, NY 10012",Moroccan,Mediterranean,French,,,2015-05-06
678,2896,/biz/le-turtle-new-york,89,,$$$,Lower East Side,,,,,"177 Chrystie St
New York, NY 10002",Modern European,French,,,,2016-01-10
679,7816,/biz/le-viet-cafe-new-york,85,,$$,Yorkville,Upper East Side,,,,"1750 2nd Ave
New York, NY 10128",Vietnamese,,,,,2015-09-18
680,2747,/biz/legrande-lounge-new-york,13,,$$$,Theater District,Midtown West,,,,"224 West 49th St
New York, NY 10019",Lounges,Tapas/Small Plates,American (Traditional),,,2016-04-09
681,5304,/biz/lemony-new-york,84,,$$,Midtown West,,,,,"224 W 35th St
New York, NY 10001",Greek,Soup,Mediterranean,,,2016-03-15
682,3538,/biz/lenas-italian-kitchen-new-york,48,,$$,Midtown East,Kips Bay,,,,"551 2nd Ave
New York, NY 10016",Italian,,,,,2016-10-14
683,2539,/biz/lenwich-new-york-23,42,,$,Midtown East,Murray Hill,,,,"459 Park Ave S
New York, NY 10016",Breakfast & Brunch,Sandwiches,Salad,,,2015-03-11
684,4816,/biz/lenwich-new-york-30,11,,$$,Manhattan Valley,,,,,"2567 Broadway
New York, NY 10025",Breakfast & Brunch,Sandwiches,Salad,,,2016-12-29
685,6765,/biz/les-enfants-de-boheme-new-york,116,,$$,Lower East Side,Two Bridges,,,,"177 Henry St
New York, NY 10002",French,Cafes,Cocktail Bars,,,2015-06-25
686,2617,/biz/lighthouse-outpost-new-york,12,,$$,Nolita,,,,,"241 Mulberry St
New York, NY 10012",American (New),Breakfast & Brunch,,,,2016-09-02
687,2662,/biz/lillys-craft-and-kitchen-new-york,138,,$$,Theater District,Hell's Kitchen,Midtown West,,,"675 9th Ave
New York, NY 10036",American (New),Cocktail Bars,Breakfast & Brunch,,,2016-11-04
688,2776,/biz/lime-jungle-empanadas-new-york-2,34,,$$,Chelsea,,,,,"197 7th Ave
New York, NY 10012",Empanadas,Breakfast & Brunch,Mexican,,,2016-05-10
689,2673,/biz/liquiteria-new-york-9,25,,$,Midtown East,,,,,"230 Park Ave
New York, NY 10169",Juice Bars & Smoothies,Vegetarian,,,,2016-07-05
690,3158,/biz/little-bamboo-new-york,88,,$$,Harlem,,,,,"175 Lenox Ave
New York, NY 10026",Sushi Bars,Cocktail Bars,Wine Bars,,,2016-01-19
691,2587,/biz/little-canal-new-york-2,52,,$,Lower East Side,,,,,"26 Canal St
New York, NY 10002",Coffee & Tea,Wine Bars,Breakfast & Brunch,,,2016-08-01
692,4015,/biz/little-frog-bistro-and-bar-new-york,71,,$$$,Yorkville,Upper East Side,,,,"322 E 86th St
New York, NY 10028",French,Bars,,,,2016-11-01
693,3237,/biz/little-italy-pizza-new-york-25,32,,$,Financial District,,,,,"50 Fulton St
New York, NY 10038",Pizza,,,,,2016-01-23
694,4174,/biz/little-italy-pizza-new-york-29,36,,$,Theater District,Hell's Kitchen,Midtown West,,,"696 9th Ave
New York, NY 10036",Pizza,Italian,,,,2016-11-17
695,2656,/biz/little-sheep-mongolian-hot-pot-new-york-2,115,,$$,Lower East Side,,,,,"105 Bowery
New York, NY 10002",Mongolian,Hot Pot,Chinese,,,2016-08-04
696,3066,/biz/lobster-press-new-york,52,,$$,Midtown West,,,,,"2 Penn Plz
New York, NY 10121",Seafood,,,,,2016-01-15
697,2879,/biz/lobster-press-new-york-2,8,,$$,Financial District,,,,,"185 Greenwich St
New York, NY 10007",Seafood,,,,,2017-02-10
698,4417,/biz/local-and-vine-new-york,48,,$$,South Village,,,,,"282 Hudson St
New York, NY 10013",Wine Bars,Tapas/Small Plates,,,,2016-11-30
699,2419,/biz/locanut-manhattan-2,37,,$$,Theater District,Hell's Kitchen,Midtown West,,,"807 9th Ave
Manhattan, NY 10019",Food Delivery Services,Gluten-Free,,,,2015-10-05
700,2893,/biz/lokal-83-mediterranian-kitchen-new-york,54,,$$,Upper West Side,,,,,"473 Columbus Ave
New York, NY 10024",Mediterranean,American (New),Tapas/Small Plates,,,2017-01-12
701,2791,/biz/loring-place-new-york-2,125,,$$$,Greenwich Village,,,,,"21 W 8th St
New York, NY 10011",American (New),,,,,2016-12-10
702,7928,/biz/los-mariscos-new-york,216,,$,Meatpacking District,Chelsea,,,,"409 W 15th St
New York, NY 10011",Seafood,Tacos,,,,2016-09-23
703,5463,/biz/lotus-cafe-new-york,15,,$$,Washington Heights,,,,,"151 Dyckman St
New York, NY 10040",Hookah Bars,Spanish,Lounges,,,2015-03-22
704,6777,/biz/love-cafe-new-york-3,35,,$$,Kips Bay,,,,,"430 2nd Ave
New York, NY 10010",Russian,Ukrainian,Modern European,,,2015-06-26
705,5971,/biz/lucio-angelita-tacos-new-york,14,,$,Midtown East,,,,,"55 Lexington Ave
New York, NY 10022",Food Trucks,Tacos,,,,2015-04-25
706,2860,/biz/luigis-pizza-new-york-69,6,,$,Washington Heights,,,,,"2127 Amsterdam Ave
New York, NY 10032",Pizza,,,,,2017-02-05
707,2350,/biz/lukes-lobster-nomad-flatiron-new-york,59,,$$,Flatiron,,,,,"5 W 25th St
New York, NY 10010",Seafood,,,,,2015-10-02
708,2469,/biz/lukes-lobster-times-square-new-york,110,,$$,Theater District,Midtown West,,,,"700 8th Ave
New York, NY 10036",Seafood,,,,,2015-03-08
709,8085,/biz/lunetta-pizza-and-restaurant-new-york-2,72,,$,Gramercy,,,,,"245 3rd Ave
New York, NY 10010",Pizza,,,,,2015-09-03
710,5972,/biz/lupulo-new-york,215,,$$$,Chelsea,Midtown West,,,,"835 6th Ave
New York, NY 10001",Seafood,Portuguese,Beer Bar,,,2015-04-25
711,4793,/biz/m%C3%A1l%C3%A0-project-new-york,280,,$$,East Village,,,,,"122 1st Ave
New York, NY 10009",Chinese,Salad,Seafood,,,2015-12-28
712,2769,/biz/m%C3%A9m%C3%A9-mediterranean-new-york-12,136,,$$,Hell's Kitchen,Midtown West,,,,"607 10th Ave
New York, NY 10036",Mediterranean,Tapas/Small Plates,,,,2016-02-10
713,2764,/biz/macchiatto-espresso-bar-new-york,7,,$,Midtown East,,,,,"1-29 E 46th St
New York, NY 10017",Coffee & Tea,Sandwiches,,,,2016-01-10
714,2569,/biz/macchina-new-york-2,119,,$$,Manhattan Valley,,,,,"2758 Broadway 106th
New York, NY 10025",Pizza,Italian,Bars,,,2015-07-12
715,3011,/biz/madame-vo-new-york,223,,$$,East Village,,,,,"212 E 10th St
New York, NY 10003",Vietnamese,,,,,2017-01-14
716,2808,/biz/madison-bagel-and-grill-new-york,3,,$$,Civic Center,,,,,"5 Madison St
New York, NY 10038",Breakfast & Brunch,Bagels,,,,2016-07-11
717,6901,/biz/madison-square-tavern-new-york,98,,$$,Chelsea,Midtown West,,,,"150 W 30th St
New York, NY 10001",Bars,American (New),,,,2015-07-13
718,2841,/biz/maison-pickle-new-york,254,,$$,Upper West Side,,,,,"2313 Broadway
New York, NY 10024",Cocktail Bars,Comfort Food,Sandwiches,,,2017-01-01
719,5424,/biz/maison-thai-new-york-3,70,,$$,Midtown East,Murray Hill,Kips Bay,,,"625 2nd Ave
New York, NY 10016",Thai,,,,,2016-03-20
720,3477,/biz/make-sandwich-new-york,81,,$$,Union Square,East Village,Greenwich Village,,,"135 4th Ave
New York, NY 10003",Sandwiches,,,,,2017-01-08
721,8028,/biz/malii-new-york,119,,$$,East Harlem,,,,,"2028 2nd Ave
New York, NY 10029",Thai,,,,,2015-09-27
722,2605,/biz/mama-mia-44-sw-new-york-2,263,,$$,Hell's Kitchen,Midtown West,,,,"621 9th Ave
New York, NY 10036",Pizza,Seafood,Italian,,,2016-01-02
723,4323,/biz/mama-sbarros-new-york,7,,$,Theater District,Midtown West,,,,"251-299 W 50th St
New York, NY 10019",Pizza,,,,,2015-11-25
724,6950,/biz/mama-sushi-new-york-2,104,,$$,Harlem,,,,,"3569 Broadway
New York, NY 10031",Sushi Bars,Japanese,Seafood,,,2016-07-15
725,5422,/biz/mamagyro-new-york-3,24,,$$,East Harlem,,,,,"165 E 106th St
New York, NY 10029",Desserts,Salad,Greek,,,2016-03-20
726,4489,/biz/maman-tribeca-new-york-2,118,,$$,TriBeCa,,,,,"211 W Broadway
New York, NY 10013",Bakeries,French,Breakfast & Brunch,,,2015-12-14
727,2329,/biz/mamas-heros-manhattan-2,10,,$,Theater District,Midtown West,,,,"52ND St And 6th Ave
Manhattan, NY 10005",Food Trucks,Sandwiches,,,,2015-07-01
728,2620,/biz/mamma-guidaras-new-york,13,,$$$,Flatiron,,,,,"10 W 28th St
New York, NY 10001",Italian,,,,,2016-10-02
729,2451,/biz/mamo-restaurant-new-york,147,,$$$,SoHo,TriBeCa,,,,"323 W Broadway
New York, NY 10013",Italian,French,,,,2015-05-07
730,4968,/biz/mandolino-new-york,55,,$$,East Village,,,,,"137 E 13th St
New York, NY 10003",Italian,Breakfast & Brunch,,,,2017-02-17
731,2425,/biz/manhattan-brick-oven-pizza-new-york,9,,$$,Upper East Side,,,,,"1159 3rd Ave
New York, NY 10065",Pizza,,,,,2015-12-05
732,2625,/biz/manhattan-valley-new-york-10,46,,$$,Manhattan Valley,,,,,"2636 Broadway 100 St
New York, NY 10025",Indian,,,,,2016-01-03
733,4148,/biz/mannys-restaurant-and-lounge-new-york,7,,$$,Harlem,,,,,"3668 Broadway
New York, NY 10031",Dominican,,,,,2016-11-16
734,2471,/biz/manousheh-new-york-2,255,,$,Greenwich Village,,,,,"193 Bleecker St
New York, NY 10012",Lebanese,Bakeries,,,,2015-03-08
735,2342,/biz/manting-new-york,98,,$$,Theater District,Midtown West,,,,"150 W 49th St
New York, NY 10019",Chinese,,,,,2015-06-02
736,7760,/biz/maoz-falafel-and-grill-new-york-4,39,,$,Greenwich Village,,,,,"59 E 8th St
New York, NY 10003",Salad,Falafel,Middle Eastern,,,2015-09-15
737,6361,/biz/maoz-falafel-and-grill-new-york-5,30,,$$,Upper West Side,,,,,"2047 Broadway
New York, NY 10023",Salad,Falafel,Middle Eastern,,,2016-05-26
738,7250,/biz/maoz-falafel-and-grill-new-york-6,15,,$$,Theater District,Midtown West,,,,"558 7th Ave
New York, NY 10018",Salad,Falafel,Middle Eastern,,,2016-07-29
739,6874,/biz/marcha-cocina-new-york-2,76,,$$,East Village,Alphabet City,,,,"111 Ave C
New York, NY 10009",Tapas/Small Plates,Spanish,,,,2015-06-05
740,6819,/biz/margherita-nyc-new-york,186,,$$,Little Italy,,,,,"197 Grand St
New York, NY 10013",Italian,Pizza,,,,2015-06-28
741,2529,/biz/market-crates-new-york,97,,$,Koreatown,Midtown West,,,,"26 W 33rd St
New York, NY 10001",Sandwiches,Fruits & Veggies,Vegetarian,,,2015-11-10
742,6554,/biz/market-ipanema-new-york-4,37,,$,Little Italy,Nolita,,,,"66 Kenmare St
New York, NY 10012",Juice Bars & Smoothies,Salad,Cafes,,,2016-06-16
743,3540,/biz/marlow-bistro-new-york,105,,$$,Manhattan Valley,,,,,"1018 Amsterdam Ave
New York, NY 10025",Mediterranean,Pizza,Venues & Event Spaces,,,2016-10-14
744,7738,/biz/marshall-street-bar-and-restaurant-new-york,34,,$,Midtown East,,,,,"306 E 49th St
New York, NY 10017",Sports Bars,American (Traditional),,,,2016-09-14
745,2361,/biz/masala-club-new-york,28,,$$,Manhattan Valley,,,,,"254 W 108th St
New York, NY 10025",Indian,,,,,2015-03-03
746,4177,/biz/massoni-new-york-2,97,,$$$,Midtown East,,,,,"11 E 31st St
New York, NY 10016",Italian,Bars,,,,2016-11-17
747,4006,/biz/maui-onion-new-york,108,,$$,Flatiron,,,,,"35 W 26th St
New York, NY 10010",Poke,Salad,Hawaiian,,,2016-10-31
748,3340,/biz/maxwells-central-park-new-york,87,,$$,East Harlem,,,,,"1325 5th Ave
New York, NY 10029",Bars,Burgers,Scottish,,,2016-01-27
749,4195,/biz/maxwells-chophouse-new-york,33,,$$$$,Flatiron,,,,,"1184 Broadway
New York, NY 10001",Steakhouses,Seafood,,,,2016-11-18
750,2684,/biz/may-kaidee-nyc-new-york,54,,$$,Flatiron,,,,,"126 E 28th St
New York, NY 10016",Thai,Vegan,Vegetarian,,,2016-12-05
751,2809,/biz/mayhem-and-stout-new-york-4,11,,$$,Midtown East,,,,,"230 Park Ave
New York, NY 10169",Sandwiches,,,,,2016-08-11
752,2454,/biz/mcgettigans-nyc-new-york-2,126,,$$,Midtown West,,,,,"70 West 36th St
New York, NY 10036",Sports Bars,Irish Pub,Gastropubs,,,2015-06-07
753,8001,/biz/megu-new-york-3,112,,$$$,Chelsea,,,,,"355 W 16th St
New York, NY 10011",Japanese,,,,,2016-09-26
754,7734,/biz/mels-burger-bar-new-york-3,150,,$$,Yorkville,Upper East Side,,,,"1450 Second Ave
New York, NY 10021",Burgers,Lounges,,,,2015-09-14
755,5863,/biz/meltkraft-new-york-3,16,,$$,Hell's Kitchen,Midtown West,,,,"Under Columbus Circle Subway
New York, NY 10019",Cheese Shops,Sandwiches,,,,2016-04-20
756,3916,/biz/mentoku-new-york,232,,$$,Theater District,Hell's Kitchen,Midtown West,,,"744 9th Ave
New York, NY 10019",Ramen,,,,,2015-10-28
757,7293,/biz/merriweather-coffee-kitchen-new-york,37,,$$,West Village,,,,,"428 Hudson St
New York, NY 10014",Salad,Cafes,Coffee & Tea,,,2016-07-31
758,7772,/biz/metropolis-oyster-room-and-cocktail-bar-new-york,13,,$$$,Union Square,Flatiron,,,,"31 Union Square W
New York, NY 10003",Seafood,Bars,Jazz & Blues,,,2016-09-16
759,6450,/biz/metropolitan-museum-of-art-cafeteria-new-york,12,,$$,Central Park,,,,,"Ground Fl, 1000 5th Ave
New York, NY 10028",Cafeteria,Art Galleries,,,,2015-05-31
760,2616,/biz/mew-men-new-york-2,143,,$$,West Village,,,,,"7 Cornelia St
New York, NY 10014",Ramen,Noodles,,,,2016-08-02
761,5905,/biz/mexicue-new-york-6,201,,$$,Flatiron,,,,,"225 5th Ave
New York, NY 10010",Mexican,Barbeque,Bars,,,2015-04-22
762,2588,/biz/mexikosher-new-york,51,,$$,Upper West Side,,,,,"100 W 83rd St
New York, NY 10024",Mexican,Kosher,,,,2016-08-01
763,3482,/biz/mezze-bar-new-york,75,,$$,Theater District,Hell's Kitchen,Midtown West,,,"691 9th Ave
New York, NY 10036",Mediterranean,Bars,Greek,,,2016-10-01
764,3097,/biz/mezzogiorno-new-york-2,30,,$$,Manhattan Valley,,,,,"2791 Broadway
New York, NY 10025",Pizza,Italian,,,,2016-01-16
765,2514,/biz/mi-garba-new-york,60,,$$,Union Square,East Village,Greenwich Village,,,"129 4th Ave
New York, NY 10003",Italian,Wine Bars,,,,2015-04-10
766,6613,/biz/mi-mexico-cari-wine-bar-and-restaurant-new-york,6,,$$,Harlem,,,,,"2647 Frederick Douglass Blvd
New York, NY 10030",Spanish,Caribbean,Burgers,,,2016-06-19
767,6498,/biz/mi-ne-sushi-new-york-3,68,,$$,Greenwich Village,,,,,"496 6th Ave
New York, NY 10011",Japanese,Sushi Bars,,,,2016-06-13
768,2806,/biz/mido-new-york,120,,$$,Upper West Side,,,,,"612 Amsterdam Ave
New York, NY 10024",Japanese,Sushi Bars,,,,2016-06-11
769,4465,/biz/midwinter-kitchen-new-york,236,,$$,Gramercy,,,,,"327 2nd Ave
New York, NY 10003",American (New),,,,,2015-12-13
770,5571,/biz/mighty-bowl-new-york-2,154,,$,Greenwich Village,,,,,"120 Macdougal St
New York, NY 10012",Asian Fusion,Japanese,Poke,,,2016-03-26
771,3571,/biz/mile-17-bar-and-restaurant-new-york,52,,$$,Yorkville,Upper East Side,,,,"1446 1st Ave
New York, NY 10021",Sports Bars,American (New),Breakfast & Brunch,,,2015-10-15
772,7087,/biz/mile-end-delicatessen-midtown-new-york,15,,$$,Midtown East,,,,,"230 Park Ave E 45th
New York, NY 10169",Delis,Breakfast & Brunch,Sandwiches,,,2016-07-22
773,3677,/biz/mimi-chengs-nolita-new-york,71,,$$,Little Italy,Nolita,,,,"380 Broome St
New York, NY 10013",Taiwanese,Chinese,,,,2016-10-19
774,2802,/biz/mimi-new-york,36,,$$,Upper West Side,,,,,"566 Amsterdam
New York, NY 10024",Japanese,Sushi Bars,Salad,,,2016-04-11
775,3749,/biz/mimi-new-york-3,91,,$$$,Greenwich Village,,,,,"185 Sullivan St
New York, NY 10012",French,,,,,2015-10-22
776,4259,/biz/mimis-hummus-new-york-2,37,,$$,Midtown East,,,,,"230 Park Ave
New York, NY 10169",Mediterranean,Middle Eastern,,,,2015-11-21
777,6306,/biz/miscelanea-ny-new-york,158,,$,East Village,,,,,"63 E 4th St
New York, NY 10003",Coffee & Tea,Mexican,Sandwiches,,,2015-05-23
778,3707,/biz/misirizzi-new-york,52,,$$$,NoHo,,,,,"36 E 4th St
New York, NY 10003",Italian,,,,,2016-10-20
779,4418,/biz/miss-paradis-new-york,64,,$$,Nolita,,,,,"47 Prince St
New York, NY 10012",Mediterranean,Tapas/Small Plates,Breakfast & Brunch,,,2016-11-30
780,2500,/biz/mission-ceviche-new-york,91,,$$,Meatpacking District,Chelsea,,,,"353 W 14th St
New York, NY 10014",Seafood,Food Stands,Peruvian,,,2015-08-09
781,6545,/biz/mist-harlem-new-york-3,40,,$$,Harlem,,,,,"46 W 116th St
New York, NY 10026",Coffee & Tea,Cafes,Sandwiches,,,2016-06-15
782,6592,/biz/mocha-burger-new-york-5,85,,$$,Greenwich Village,,,,,"496 Laguardia Pl
New York, NY 10012",Kosher,Burgers,,,,2015-06-18
783,3971,/biz/mocha-burger-sub-express-ues-new-york,9,,$$$,Yorkville,Upper East Side,,,,"1603 2nd Ave
New York, NY 10028",Burgers,Kosher,,,,2016-10-30
784,7062,/biz/modern-szechuan-new-york,11,,$,Midtown West,,,,,"7 W 45th St
New York, NY 10036",Chinese,,,,,2015-07-21
785,2483,/biz/modhu-mita-indian-restaurant-new-york,40,,$$,Harlem,,,,,"2546 7th Ave
New York, NY 10039",Indian,Vegetarian,,,,2015-10-08
786,3748,/biz/moes-1-gourmet-deli-new-york,14,,$,Harlem,,,,,"2738 Frederick Douglass Blvd
New York, NY 10039",Delis,,,,,2015-10-22
787,6054,/biz/moes-cafe-new-york,2,,$,Kips Bay,,,,,"209 E 23rd St
New York, NY 10010",American (Traditional),Cafes,,,,2015-04-29
788,3098,/biz/mokja-new-york-3,77,,$$,Manhattan Valley,,,,,"852 Amsterdam
New York, NY 10025",Korean,,,,,2016-01-16
789,7089,/biz/mokja-new-york-4,67,,$$,Yorkville,Upper East Side,,,,"1663 1st Ave
New York, NY 10028",Korean,,,,,2016-07-22
790,5194,/biz/momo-sushi-new-york-2,111,,$$,Gramercy,Flatiron,,,,"239 Park Ave S
New York, NY 10003",Japanese,Sushi Bars,,,,2015-02-27
791,2729,/biz/momofuku-nishi-new-york,307,,$$,Chelsea,,,,,"232 8th Ave
New York, NY 10011",Korean,Italian,American (New),,,2016-01-08
792,6709,/biz/momokawa-new-york-2,48,,$$$,Yorkville,Upper East Side,,,,"1466 1st Ave
New York, NY 10075",Japanese,Sushi Bars,,,,2016-06-23
793,2736,/biz/momosan-ramen-and-sake-new-york-2,865,,$$,Midtown East,Murray Hill,,,,"342 Lexington Ave
New York, NY 10016",Ramen,,,,,2016-04-08
794,6360,/biz/mona-kitchen-and-market-new-york,13,,$,Midtown East,,,,,"310 E 44th St
New York, NY 10017",Coffee & Tea,Delis,Juice Bars & Smoothies,,,2016-05-26
795,2522,/biz/mother-of-pearl-new-york,224,,$$,East Village,Alphabet City,,,,"95 Ave A
New York, NY 10009",Cocktail Bars,Vegan,Tiki Bars,,,2015-07-10
796,7716,/biz/motorino-new-york-3,86,,$$,Upper West Side,,,,,"510 Columbus Ave
New York, NY 10024",Pizza,,,,,2016-09-13
797,4310,/biz/mr-bing-new-york-3,101,,$$,Midtown East,,,,,"230 Park Ave
New York, NY 10021",Food Trucks,Chinese,,,,2015-11-24
798,2891,/biz/mr-crispy-new-york,37,,$$,Kips Bay,,,,,"221 E 23rd St
New York, NY 10010",Polish,,,,,2017-01-12
799,5089,/biz/mr-k-bob-new-york-2,11,,$$,Theater District,Hell's Kitchen,Midtown West,,,"539 9th Ave
New York, NY 10018",Mediterranean,Turkish,Halal,,,2017-02-23
800,4741,/biz/mr-panzerotto-new-york,46,,$,Greenwich Village,,,,,"124 Macdougal St
New York, NY 10012",Italian,Seafood,Ice Cream & Frozen Yogurt,,,2016-12-25
801,2574,/biz/mr-taka-ramen-new-york,218,,$$,Lower East Side,,,,,"170 Allen St
New York, NY 10002",Ramen,,,,,2015-11-12
802,4902,/biz/mughlai-indian-cuisine-new-york-3,190,,$$,Kips Bay,,,,,"329 3rd Ave
New York, NY 10010",Indian,,,,,2016-02-14
803,2770,/biz/mughlai-indian-cuisine-new-york-4,233,,$$,Yorkville,Upper East Side,,,,"1724 2nd Ave
New York, NY 10128",Indian,,,,,2016-02-10
804,5345,/biz/mulberry-and-vine-new-york-2,61,,$$,Flatiron,,,,,"55 W 27th St
New York, NY 10001",American (New),,,,,2016-03-17
805,6262,/biz/muscle-maker-grill-new-york-10,19,,$$,Kips Bay,,,,,"347 3rd Ave
New York, NY 10010",American (New),Salad,Juice Bars & Smoothies,,,2016-05-21
806,7737,/biz/muscle-maker-grill-new-york-11,19,,$,Manhattan Valley,,,,,"2735 Broadway
New York, NY 10025",Juice Bars & Smoothies,American (Traditional),Pasta Shops,,,2016-09-14
807,3139,/biz/muscle-maker-grill-new-york-12,5,,$$,Yorkville,Upper East Side,,,,"1413 2nd Ave
New York, NY 10021",Juice Bars & Smoothies,Sandwiches,,,,2017-01-18
808,5823,/biz/muscle-maker-grill-new-york-9,14,,$$,Hell's Kitchen,Midtown West,,,,"691 10th Ave
New York, NY 10036",Salad,Vegetarian,Sandwiches,,,2016-04-18
809,2700,/biz/my-bellys-playlist-new-york-8,14,,$$,Midtown West,,,,,"218 West 35th St
New York, NY 10001",Sandwiches,American (New),Fast Food,,,2016-10-06
810,5151,/biz/mykonos-blue-new-york,55,,$$$,Chelsea,,,,,"127 W 28th St
New York, NY 10001",Greek,,,,,2017-02-25
811,3067,/biz/nakamura-new-york,144,,$$,Lower East Side,,,,,"172 Delancey St
New York, NY 10002",Ramen,,,,,2016-01-15
812,4987,/biz/nanjing-new-york,35,,$$,Theater District,Midtown West,,,,"241 W 51st
New York, NY 10019",Chinese,Indian,Asian Fusion,,,2017-02-18
813,3338,/biz/nanoosh-new-york-10,38,,$$,Midtown West,,,,,"30 Rockefeller Plz
New York, NY 10112",Mediterranean,,,,,2016-01-27
814,6591,/biz/nanoosh-new-york-8,54,,$$,Midtown West,,,,,"469 Seventh Ave
New York, NY 10018",Mediterranean,,,,,2015-06-18
815,2353,/biz/nare-sushi-new-york,199,,$$,Midtown East,,,,,"115 E 57th St
New York, NY 10022",Sushi Bars,Japanese,,,,2015-12-02
816,7838,/biz/naruto-ramen-new-york-3,111,,$$,Manhattan Valley,,,,,"2634 Broadway
New York, NY 10025",Ramen,,,,,2015-09-19
817,6224,/biz/nathans-famous-new-york-9,5,,$$,Midtown East,,,,,"5TH Ave 59th St
New York, NY 10022",Food Trucks,Hot Dogs,,,,2016-05-19
818,2825,/biz/natsumi-tapas-new-york-2,155,,$$,Kips Bay,,,,,"323 3rd Ave
New York, NY 10010",Sushi Bars,Japanese,Tapas/Small Plates,,,2016-03-12
819,2494,/biz/neapolitan-express-new-york-4,126,,$$,Financial District,,,,,"40 Wall St
New York, NY 10005",Pizza,Italian,,,,2015-04-09
820,2763,/biz/neat-new-york-2,46,,$$$,East Village,,,,,"58 2nd Ave
New York, NY 10003",Modern European,,,,,2016-11-09
821,2639,/biz/new-hong-wong-seafood-restaurant-new-york,6,,$$,Lower East Side,Little Italy,,,,"100 Bowery
New York, NY 10013",Chinese,,,,,2016-10-03
822,2589,/biz/new-mizu-sushi-new-york,53,,$$,East Village,,,,,"350 E 9th St
New York, NY 10003",Sushi Bars,Japanese,,,,2016-08-01
823,6924,/biz/new-ranchito-manhattan,6,,$,Manhattan Valley,,,,,"924 Amsterdam Ave
Manhattan, NY 10025",Caribbean,Latin American,,,,2015-07-14
824,6590,/biz/new-san-francisco-restaurant-new-york,13,,$,Washington Heights,,,,,"59 Audubon Ave
New York, NY 10032",Dominican,,,,,2015-06-18
825,4284,/biz/new-wong-asian-food-new-york,9,,$,Upper East Side,,,,,"1217 1st Ave
New York, NY 10065",Chinese,,,,,2016-11-22
826,2738,/biz/new-york-kimchi-new-york-3,43,,$,Greenwich Village,,,,,"102 Macdougal St
New York, NY 10012",Korean,,,,,2016-11-08
827,2667,/biz/nic-and-doras-sandwich-shop-new-york,14,,$$,Flatiron,,,,,"124 E 27th St
New York, NY 10016",Pizza,Italian,Sandwiches,,,2016-04-05
828,2838,/biz/nickel-and-diner-new-york-2,195,,$$,Little Italy,,,,,"1 Howard St
New York, NY 10013",American (New),Breakfast & Brunch,Coffee & Tea,,,2016-10-12
829,6152,/biz/ningbo-cafe-new-york-2,70,,$$,Battery Park,,,,,"21 S End Ave
New York, NY 10280",Shanghainese,Szechuan,Asian Fusion,,,2016-05-15
830,4040,/biz/nish-nush-new-york-5,131,,$$,Financial District,,,,,"41 John St
New York, NY 10038",Vegetarian,Middle Eastern,Kosher,,,2015-11-13
831,2762,/biz/nisi-new-york,127,,$$,West Village,,,,,"302 Bleecker St
New York, NY 10014",Greek,Seafood,,,,2016-10-09
832,2582,/biz/nix-new-york,218,,$$$,Greenwich Village,,,,,"72 University Pl
New York, NY 10003",American (New),Vegetarian,Vegan,,,2016-03-01
833,4170,/biz/nocciola-pizzeria-e-trattoria-new-york,30,,$,East Harlem,,,,,"123 E 110th St
New York, NY 10029",Pizza,Italian,,,,2015-11-17
834,4790,/biz/noglu-new-york,37,,$$,Upper East Side,,,,,"1266 Madison Ave
New York, NY 10128",Bakeries,Gluten-Free,,,,2015-12-28
835,7927,/biz/nom-wah-nolita-new-york,82,,$$,Little Italy,Nolita,,,,"10 Kenmare St
New York, NY 10012",Dim Sum,Cantonese,,,,2016-09-23
836,2393,/biz/nomo-kitchen-new-york,196,,$$,SoHo,,,,,"9 Crosby St
New York, NY 10013",American (New),Mediterranean,Breakfast & Brunch,,,2015-07-04
837,2661,/biz/non-solo-piada-new-york,96,,$,Hell's Kitchen,Midtown West,,,,"302 W 37th St
New York, NY 10018",Italian,Breakfast & Brunch,,,,2016-11-04
838,5420,/biz/noreetuh-new-york,307,,$$$,East Village,,,,,"128 1st Ave
New York, NY 10009",American (New),Hawaiian,,,,2015-03-20
839,4432,/biz/norma-gastronomia-siciliana-new-york,86,,$$,Midtown East,Kips Bay,,,,"438 3rd Ave
New York, NY 10016",Italian,Pizza,,,,2016-12-01
840,5370,/biz/northern-tiger-new-york,81,,$$,Battery Park,,,,,"225 Liberty St
New York, NY 10281",Chinese,,,,,2015-03-18
841,6056,/biz/nous-espresso-grad-school-cafe-manhattan,4,,$,Morningside Heights,,,,,"1150 Amsterdam Ave
Manhattan, NY 10025",Cafes,Coffee & Tea,,,,2016-04-29
842,2424,/biz/num-pang-kitchen-new-york-5,66,,$$,Financial District,,,,,"75 Broad St
New York, NY 10004",Cambodian,Sandwiches,Salad,,,2015-11-05
